Date,State,TotalSamples,Negative,Positive
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,6294,6293,1
2020-05-13,Delhi,113345,,7998
2020-05-13,Gujarat,122297,113029,9268
2020-05-13,Haryana,65785,59890,793
2020-05-13,Himachal Pradesh,13190,12867,67
2020-05-13,Jammu and Kashmir,57111,56140,971
2020-05-13,Jharkhand,25769,25592,177
2020-05-13,Karnataka,121178,119420,959
2020-05-13,Kerala,43648,42574,534
2020-05-13,Ladakh,3683,3353,43
2020-05-13,Madhya Pradesh,85903,77738,4173
2020-05-13,Maharashtra,231061,203536,24427
2020-05-13,Manipur,1706,,2
2020-05-13,Mizoram,224,,1
2020-05-13,Nagaland,889,872,0
2020-05-13,Odisha,72756,,538
2020-05-13,Puducherry,4919,4832,18
2020-05-13,Punjab,46026,40637,1924
2020-05-13,Rajasthan,194683,186125,4328
2020-05-13,Sikkim,439,268,0
2020-05-13,Tamil Nadu,279467,269758,9227
2020-05-13,Tripura,11146,10991,155
2020-05-13,Uttar Pradesh,145637,141068,3578
2020-05-13,Uttarakhand,10792,9750,70
2020-05-13,West Bengal,57632,,2290
2020-05-14,Andhra Pradesh,210452,208247,2100
2020-05-14,Arunachal Pradesh,2677,2233,2
2020-05-14,Assam,25824,23178,86
2020-05-14,Bihar,40782,,970
2020-05-14,Chandigarh,2505,2299,191
2020-05-14,Chhattisgarh,29697,28234,59
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,6554,6553,1
2020-05-14,Delhi,119736,,8470
2020-05-14,Goa,6736,,7
2020-05-14,Gujarat,124708,115117,9591
2020-05-14,Haryana,69191,63791,818
2020-05-14,Himachal Pradesh,14256,13307,70
2020-05-14,Jammu and Kashmir,63515,62532,983
2020-05-14,Jharkhand,27789,27592,197
2020-05-14,Karnataka,128373,126766,987
2020-05-14,Kerala,45039,43868,560
2020-05-14,Madhya Pradesh,89760,82028,4426
2020-05-14,Maharashtra,240482,211082,25922
2020-05-14,Mizoram,273,,1
2020-05-14,Nagaland,891,873,0
2020-05-14,Odisha,77150,,611
2020-05-14,Puducherry,5112,4963,18
2020-05-14,Punjab,47408,42425,1935
2020-05-14,Rajasthan,204243,197269,4534
2020-05-14,Sikkim,579,292,0
2020-05-14,Tamil Nadu,291432,281001,9674
2020-05-14,Tripura,11804,11648,156
2020-05-14,Uttar Pradesh,153139,147755,3902
2020-05-14,Uttarakhand,11294,10157,75
2020-05-14,West Bengal,62837,,2377
2020-05-15,Andhra Pradesh,219490,217183,2157
2020-05-15,Arunachal Pradesh,2942,2546,2
2020-05-15,Assam,28178,25431,86
2020-05-15,Bihar,42645,,1010
2020-05-15,Chandigarh,2586,2383,191
2020-05-15,Chhattisgarh,31341,29812,66
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,6916,6915,1
2020-05-15,Delhi,125189,,8895
2020-05-15,Goa,7304,,7
2020-05-15,Gujarat,127859,117927,9932
2020-05-15,Haryana,72326,66687,854
2020-05-15,Himachal Pradesh,15557,15076,76
2020-05-15,Jammu and Kashmir,70306,69293,1013
2020-05-15,Jharkhand,29236,29025,211
2020-05-15,Karnataka,133724,132074,1056
2020-05-15,Kerala,46831,45063,576
2020-05-15,Madhya Pradesh,93849,85879,4595
2020-05-15,Maharashtra,250898,219635,27524
2020-05-15,Manipur,1799,,3
2020-05-15,Meghalaya,2712,2597,13
2020-05-15,Mizoram,273,,1
2020-05-15,Nagaland,910,889,0
2020-05-15,Odisha,81919,,672
2020-05-15,Puducherry,5312,5162,21
2020-05-15,Punjab,49301,44319,1932
2020-05-15,Rajasthan,212317,203770,4747
2020-05-15,Sikkim,348,229,0
2020-05-15,Tamil Nadu,303104,292045,10108
2020-05-15,Tripura,12561,12405,156
2020-05-15,Uttar Pradesh,159282,153588,4057
2020-05-15,Uttarakhand,12045,10523,79
2020-05-15,West Bengal,69543,,2461
2020-05-16,Andaman and Nicobar Islands,6677,,33
2020-05-16,Arunachal Pradesh,3163,2861,2
2020-05-16,Assam,31276,28332,91
2020-05-16,Bihar,44340,,1083
2020-05-16,Chandigarh,2718,2513,191
2020-05-16,Chhattisgarh,32678,31275,67
2020-05-16,Delhi,130845,,9333
2020-05-16,Goa,8011,,20
2020-05-16,Gujarat,138407,127418,10989
2020-05-16,Haryana,75097,69660,887
2020-05-16,Himachal Pradesh,16534,16079,78
2020-05-16,Jammu and Kashmir,76191,75070,1121
2020-05-16,Jharkhand,31025,30808,217
2020-05-16,Karnataka,140024,138216,1092
2020-05-16,Kerala,48433,46458,587
2020-05-16,Ladakh,4067,3571,43
2020-05-16,Madhya Pradesh,99677,91393,4790
2020-05-16,Maharashtra,261815,228956,29100
2020-05-16,Manipur,1900,,4
2020-05-16,Mizoram,282,,1
2020-05-16,Nagaland,917,891,0
2020-05-16,Odisha,86140,,737
2020-05-16,Puducherry,5484,5320,22
2020-05-16,Punjab,50613,46028,1946
2020-05-16,Rajasthan,221439,213395,4960
2020-05-16,Sikkim,840,424,0
2020-05-16,Tamil Nadu,313639,302523,10585
2020-05-16,Telangana,23388,,1551
2020-05-16,Tripura,13178,13011,167
2020-05-16,Uttar Pradesh,163105,157001,4258
2020-05-16,Uttarakhand,12597,10990,88
2020-05-16,West Bengal,77288,,2576
2020-05-17,Andhra Pradesh,238998,236618,2230
2020-05-17,Arunachal Pradesh,3349,2966,2
2020-05-17,Assam,34376,32035,97
2020-05-17,Bihar,45729,,1193
2020-05-17,Chandigarh,2812,2604,191
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,7157,7156,1
2020-05-17,Delhi,135791,,9755
2020-05-17,Goa,8785,,29
2020-05-17,Gujarat,143600,132220,11380
2020-05-17,Haryana,78029,72494,910
2020-05-17,Himachal Pradesh,17417,17049,80
2020-05-17,Jammu and Kashmir,80934,79751,1183
2020-05-17,Jharkhand,33220,32997,223
2020-05-17,Karnataka,145398,143444,1147
2020-05-17,Kerala,50036,47964,601
2020-05-17,Madhya Pradesh,103898,95355,4977
2020-05-17,Maharashtra,274040,238476,30706
2020-05-17,Mizoram,282,,1
2020-05-17,Nagaland,952,914,0
2020-05-17,Odisha,91223,,828
2020-05-17,Puducherry,5619,5501,22
2020-05-17,Punjab,51812,47484,1964
2020-05-17,Rajasthan,231946,221764,5202
2020-05-17,Sikkim,947,449,0
2020-05-17,Tamil Nadu,326720,315019,11224
2020-05-17,Tripura,13750,13583,167
2020-05-17,Uttar Pradesh,172219,165832,4464
2020-05-17,Uttarakhand,13212,11316,92
2020-05-17,West Bengal,85956,,2677
2020-05-18,Andhra Pradesh,248771,246279,2282
2020-05-18,Arunachal Pradesh,3662,3166,2
2020-05-18,Assam,37898,35159,106
2020-05-18,Bihar,46996,,1391
2020-05-18,Chandigarh,2892,2663,196
2020-05-18,Chhattisgarh,36606,34656,93
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,7571,7570,1
2020-05-18,Delhi,139727,,10054
2020-05-18,Goa,8785,,29
2020-05-18,Gujarat,148824,137078,11746
2020-05-18,Haryana,80698,75045,928
2020-05-18,Himachal Pradesh,18224,17946,90
2020-05-18,Jammu and Kashmir,88601,87312,1289
2020-05-18,Jharkhand,35359,35131,228
2020-05-18,Karnataka,151663,149566,1246
2020-05-18,Kerala,51059,49763,630
2020-05-18,Ladakh,4219,3791,43
2020-05-18,Madhya Pradesh,112168,100469,5236
2020-05-18,Maharashtra,282437,245512,33053
2020-05-18,Manipur,2483,,7
2020-05-18,Meghalaya,2896,,13
2020-05-18,Mizoram,301,,1
2020-05-18,Nagaland,961,914,0
2020-05-18,Odisha,95766,,876
2020-05-18,Puducherry,5754,5709,22
2020-05-18,Punjab,52955,48813,1980
2020-05-18,Rajasthan,243476,234165,5375
2020-05-18,Sikkim,1087,536,0
2020-05-18,Tamil Nadu,337841,325546,11760
2020-05-18,Tripura,14286,14119,167
2020-05-18,Uttar Pradesh,176479,170132,4605
2020-05-18,Uttarakhand,13870,11812,93
2020-05-18,West Bengal,93570,,2825
2020-05-19,Andaman and Nicobar Islands,6965,,33
2020-05-19,Andhra Pradesh,258450,255961,2339
2020-05-19,Arunachal Pradesh,3941,3392,2
2020-05-19,Assam,41116,38138,141
2020-05-19,Bihar,50563,,1495
2020-05-19,Chandigarh,3031,2783,199
2020-05-19,Chhattisgarh,39010,36586,100
2020-05-19,Dadra and Nagar Haveli and Daman and Diu,7829,7828,1
2020-05-19,Delhi,145854,,10554
2020-05-19,Goa,9549,,46
2020-05-19,Gujarat,154674,142533,12141
2020-05-19,Haryana,82544,77296,964
2020-05-19,Himachal Pradesh,19645,18994,92
2020-05-19,Jammu and Kashmir,96826,95509,1317
2020-05-19,Jharkhand,37589,37341,248
2020-05-19,Karnataka,158599,156247,1395
2020-05-19,Kerala,52588,50867,642
2020-05-19,Ladakh,4730,3935,43
2020-05-19,Madhya Pradesh,116473,104348,5465
2020-05-19,Maharashtra,294272,255065,35058
2020-05-19,Meghalaya,3104,,13
2020-05-19,Mizoram,313,,1
2020-05-19,Nagaland,978,948,0
2020-05-19,Odisha,100302,,978
2020-05-19,Puducherry,5829,5762,22
2020-05-19,Punjab,55634,50070,2002
2020-05-19,Rajasthan,254533,244955,5845
2020-05-19,Sikkim,1204,827,0
2020-05-19,Tamil Nadu,348174,334839,12448
2020-05-19,Tripura,15083,14914,169
2020-05-19,Uttar Pradesh,182184,175412,4926
2020-05-19,Uttarakhand,14691,12242,104
2020-05-19,West Bengal,102282,,2961
2020-05-20,Andaman and Nicobar Islands,7082,,33
2020-05-20,Andhra Pradesh,267612,265052,2407
2020-05-20,Arunachal Pradesh,4157,3710,2
2020-05-20,Assam,47084,42729,170
2020-05-20,Bihar,53361,,1607
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,8137,8136,1
2020-05-20,Delhi,150282,,11088
2020-05-20,Goa,10136,,50
2020-05-20,Gujarat,160772,148233,12539
2020-05-20,Haryana,83944,78379,970
2020-05-20,Himachal Pradesh,21147,20449,110
2020-05-20,Jammu and Kashmir,101950,100560,1390
2020-05-20,Jharkhand,39402,39121,281
2020-05-20,Karnataka,166781,164199,1462
2020-05-20,Kerala,54633,52689,666
2020-05-20,Madhya Pradesh,120737,108744,5735
2020-05-20,Maharashtra,307535,265872,37136
2020-05-20,Manipur,3087,,20
2020-05-20,Meghalaya,3419,,13
